#Word;Pleasantness;Activation;Imagery
disfraz;2.20835;1.84345;2.7
disfrazarse de;2.5714;2.1000;3.0
disfrutar;2.3750;2.2222;2.4
disfrutar de;1.2857;2.1250;2.2
disfrute;2.5000;2.1818;1.8
disfunción;1.1111;2.1111;1.2
disgustado;1.1429;1.5714;1.4
disgustar;1.3750;1.8750;2.2
disgusto;1.4375;1.9375;1.8
disimular;1.768375;1.6008;2.9
disipación;1.3333;2.3333;2.6
disipar;1.85715;1.5238;2.2
disminución;1.57142;1.91926;2.16
disminución de algo;1.2727;2.4545;2.6
disminuir;1.73411666667;1.9825;2.0
disminuir por;1.14285;1.92855;2.6
disminuirse;1.8125;1.94445;2.6
disolución;1.8333;1.3333;2.8
disoluto;1.6364;1.5714;2.0
disparado;1.2857;1.5556;1.0
disparador;1.9167;2.2;2.1
disparar;1.67758333333;2.35328333333;2.33333333333
dispararse;1.4000;1.7778;2.6
disparatado;2.1111;2.0000;2.0
disparate;1.2857;1.5556;1.0
disparates;1.8409;2.1091;1.5
disparidad;1.7143;1.6667;2.4
disparo;1.60668;2.31;2.36
dispensar;1.3333;2.2308;1.0
dispersarse;1.738875;2.13485;2.55
dispersión;1.625;1.5625;2.8
displicencia;1.6667;1.4545;1.0
disponer;1.85601428571;1.77908571429;2.31428571429
disponibilidad;2.61905;1.94445;1.4
disponible;2.09722;1.925;1.32
disposición;1.83983333333;1.90958333333;1.93333333333
disposición de ánimo;2.0000;1.7500;1.4
dispositivo;1.66156;2.04714;1.96
dispuesto;3.0000;2.0000;1.4
disputa;1.3125;2.557125;2.3
disputar;1.7262;2.20835;1.9
distancia;1.77154285714;1.5138;1.91428571429
distancia a caminar;1.55715;1.72225;2.5
distancia en millas;1.5000;1.1667;2.2
distancia recorrida;1.4444;2.3333;1.8
distanciarse;1.4444;1.4444;1.8
distinción;1.48613333333;2.04166666667;1.26666666667
distinguir entre;1.3750;1.7143;2.6
distinguirse;1.4545;1.4545;1.6
distintivo;1.7778;1.1429;2.0
distinto;1.3750;1.7143;2.6
distracción;1.4286;1.4000;1.6
distraído;1.93055;1.52085;2.2
distribución;2.004;1.84581428571;1.65714285714
distribuir;1.8462;1.6000;1.4
distrito;1.765175;1.544525;1.6
distrito electoral;1.5000;2.2857;2.0
distrito postal;1.5982;1.4018;2.0
disturbio;1.341675;2.15;1.75
diurno;2.4444;1.5833;2.6
diván;2.5714;1.4000;3.0
diván de reposo;2.5714;1.4000;3.0
diversidad;2.39166666667;2.2844;1.6
diversión;2.60513333333;2.5648;2.06666666667
divertirse;2.8000;3.0000;3.0
dividendo grande;2.0000;1.7273;2.6
dividido;1.6250;2.2857;2.2
dividir;1.66845;1.79708333333;2.33333333333
dividir en cuartos;2.2500;1.4000;2.6
dividir en paños;1.2857;1.2857;2.8
dividir en párrafos;1.37725;1.37275;2.5
dividir en secciones;1.83335;1.4375;1.4
dividirse;1.2857;1.8571;2.0
dividirse en segmentos;2.0000;1.3750;1.8
divieso;1.3750;2.4444;2.8
divina;2.8000;1.8000;1.4
divino;2.3750;1.8750;1.6
división;1.6338;1.95236;1.84
divisoria;1.2857;1.8571;2.0
divorciar;1.2857;2.0000;2.4
divorciarse;1.2857;2.0000;2.4
divorcio;1.2857;2.0000;2.4
divulgación;2.6667;2.0000;1.6
divulgarse;1.2;2.2197;2.4
doblar;1.75867142857;1.74947142857;1.88571428571
doblar a;1.45;1.3611;2.1
doblarse;1.0000;1.8571;2.6
doblar sobre;1.70635;2.1875;2.0
doble;1.8889;1.5556;2.6
dobles;1.8889;1.5556;2.6
doblez;1.8889;1.5556;2.6
doce;1.97475;1.64775;2.6
docena;1.7273;1.5455;2.6
dócil;1.8750;1.2500;1.6
doctor;2.05;1.8889;2.7
doctrina;1.91665;2.175;1.9
documentar;1.2857;1.7143;3.0
documento;1.69285;1.74405;2.65
dogal;2.1111;2.0000;2.6
dólar;1.9921;1.6597;2.6
dolencia;1.218;1.66533333333;2.26666666667
doler;1.0000;2.5714;2.0
doler atrozmente;1.1667;2.7143;1.6
doler mucho;1.2727;2.0000;1.8
dolor;1.26168;2.11428;1.88
dolor agudo;1.2857;2.5556;2.8
dolores del parto;1.2;2.08335;2.4
dolorido;2.1250;1.1667;1.8
domar;1.2;2.2197;2.4
doméstico;1.7778;1.6667;1.8
domiciliarse;2.0000;1.3333;1.8
domicilio;2.2595;1.29266666667;2.43333333333
dominación;1.29165;2.3472;1.6
dominante;1.9231;2.3846;2.0
dominar;1.872225;1.714775;2.15
dominar a;1.71665;2.06665;2.3
dominio;1.77742222222;1.96111111111;2.02222222222
dominio de sí mismo;1.1111;2.1111;2.4
dominio tenso;1.81665;1.97915;1.9
don;2.266675;2.046425;1.9
donación;2.2;2.1;2.0
donaire;2.6778;2.0111;1.7
donar;2.2;2.1;2.0
donativo;2.4286;2.1000;2.6
doncella;1.6667;1.4444;3.0
donde;1.9091;1.6000;1.2
dondequiera;1.5000;1.4286;1.0
dondequiera que;1.5000;1.4286;1.0
dorar;1.7000;1.4000;3.0
dorarse;1.5714;2.1667;2.6
dormido;2.5000;1.4444;3.0
dormir;2.63495;1.2375;2.4
dormir sobre sus laureles;2.0909;1.7273;2.8
dormitorio;2.1667;1.5000;3.0
dorso;1.72915;1.5;2.4
dos;2.4111;1.76853333333;2.86666666667
dosificar;1.45833333333;1.55356666667;1.33333333333
dosis;1.50618;1.71698;1.96
dotación;2.0000;1.9231;2.8
dotado para la música;2.6250;2.3750;2.0
dotar;1.9;1.675;2.45
dote;2.06802857143;1.54721428571;1.91428571429
dotes;2.2857;1.6250;3.0
dotes de mando;2.0000;2.2222;1.0
draga;1.1818;2.0909;2.6
dragar;1.17425;1.92045;2.6
drama;2.0833;2.3333;1.8
drástico;1.5385;2.0769;1.2
drenaje;1.1429;1.7143;2.2
drenar;1.2727;2.4545;2.6
driblar;1.4545;2.3636;2.6
dril;1.2500;1.8750;2.6
drive;2.1111;2.4444;2.6
droga;1.42855;1.24285;2.2
drogado;2.2000;2.0000;2.2
droga estimulante;2.11665;2.875;1.5
drogar;1.2857;1.2857;2.6
drogarse;1.8750;2.1429;1.0
ducha;2.0000;2.2500;2.8
ducharse;2.0000;2.2500;2.8
duda;1.1818;1.4545;1.0
dudar;1.1818;1.4545;1.0
dudar de;2.2857;2.5000;1.8
duelo;1.25;2.14285;2.2
duende;2.2000;2.0000;1.4
dueño;1.79363333333;1.74206666667;2.13333333333
dulce;2.3631;1.4591;2.33333333333
dulce de azúcar;1.8571;1.3333;2.8
duplo;1.8889;1.5556;2.6
duración;1.7985125;1.6883875;1.45
duradero;1.95455;1.52275;1.6
durar;1.51665;1.4111;1.7
durmiente;2.5000;1.4444;3.0
duro;1.59345;1.80185;2.23333333333
ebrio;1.33335;1.76985;2.6
ebullición;2.6667;2.4444;2.8
echada;1.6389;2.0344;2.33333333333
echado;1.0000;1.5833;1.0
echar;1.70851428571;1.88772857143;2.25714285714
echar abajo;1.0000;1.8571;2.6
echar agua hirviente;2.1429;2.3333;2.4
echar al agua;1.7500;2.3333;2.6
echar al correo;2.5000;1.4444;3.0
echar al fondo del mar;1.0000;1.8571;2.6
echar al suelo;1.9091;1.3846;2.8
echar anclas;1.7143;1.8571;3.0
echar a pelear;1.6250;1.2500;2.6
echar a pique;1.0000;1.8571;2.6
echar a puntapiés;1.6000;2.0000;3.0
echar azúcar a;2.4286;1.6000;2.8
echar bocanadas de;1.5000;1.3750;2.0
echar brotes;1.1429;2.6250;2.6
echar cubos de hielo a;1.5000;1.6250;2.8
echar de un trabajo;1.79465;2.2986;2.9
echar el cerrojo;1.6364;2.5833;2.2
echar espuma;1.7143;1.2222;2.4
echar hojas;2.1429;1.5455;3.0
echar humo;1.5000;1.3750;2.0
echar ramas;1.7500;1.7778;3.0
echarse;1.4762;2.1472;2.26666666667
echarse al hombro;1.4000;1.5000;2.8
echarse a perder;1.1111;2.0000;2.0
echar un narcótico;1.2857;1.2857;2.6
echar un párrafo;1.3611;2.41665;1.6
echar un polvo;1.9143;2.22223333333;2.4
echar vapor;1.5000;1.3750;2.0
echazón;1.6000;2.2500;2.8
eclesiástico;1.8889;1.8889;2.6
eclipsar;1.5000;2.1250;1.2
eclosión;2.2500;1.6000;2.2
eco;1.6250;1.5000;2.2
ecología de cabo;1.7000;1.4545;3.0
economía;1.4444;2.0000;1.4
economía política;1.4545;1.8182;1.6
económico;1.7500;1.5556;1.0
economizar;2.46665;1.57145;1.7
ecuación;1.82575;1.4345;2.8
edad;1.80238571429;1.78457142857;1.74285714286
edición;1.9428;1.7125;1.25
edicto;1.8889;2.0;1.2
edificar;2.16666666667;2.1762;2.13333333333
edificio;1.81745;1.6597;2.6
edificio comercial;1.1429;1.4444;2.8
editar;2.5000;1.4444;1.6
editor;1.6667;1.6667;1.6
editorial;1.6932;1.7557;2.1
editor-jefe;1.6667;1.6667;1.6
edredón;1.5000;1.3750;2.0
educación;2.13128;1.91722;1.76
educación física;1.2500;1.8750;2.6
educado;1.4000;1.7500;2.4
educador;2.1250;1.7500;1.8
educando;1.5714;1.5714;2.2
educar;1.625;2.05555;2.6
educarse;2.0000;2.0000;2.8
efectivo;2.06666666667;1.94373333333;1.73333333333
efectivos;2.3750;1.8889;2.2
efecto;1.67141428571;1.7678;2.31428571429
efectos;1.87236666667;1.8857;1.6
efectuar;1.8765;1.783225;1.55
efeméride;2.3750;2.0000;3.0
eficacia;2.1250;2.2500;1.0
eficiencia;2.1250;2.2500;1.0
efigie;1.7273;1.5455;1.0
efusión;2.7273;1.5000;1.6
efusiones;2.2000;2.1111;1.4
efusivo;2.6667;1.6000;1.6
egoísmo;2.7000;1.6667;2.6
eje;1.7718;1.45353333333;1.86666666667
ejecución;1.94776;2.5925;2.08
ejecutante;2.4545;2.8182;2.6
ejecutar;1.77775;2.4904;1.8
ejecutivo;2.2500;1.8889;2.2
ejemplar;1.875;1.755775;2.45
ejemplar anormal;1.8125;1.64285;2.4
ejemplo;2.03508571429;1.53618571429;2.11428571429
ejercer;2.00204285714;2.2466;2.11428571429
ejercer presión;1.1250;2.1250;2.4
ejercer presión sobre;1.1250;2.1250;2.4
ejercer una influencia;1.82855;1.4762;1.0
ejercicio;1.61018333333;2.19743333333;2.46666666667
ejercicio de tiro;1.1429;2.6250;2.6
ejercicios;1.54334;1.99834;2.16
ejercitar;2.3125;2.5;2.9
ejercitarse;1.95833333333;2.29166666667;2.8
ejercitarse en;1.8000;2.0000;1.6
ejército;1.68453333333;2.05873333333;2.13333333333
elaboración;1.7500;2.1818;1.2
elaborado;2.1000;2.2727;1.2
elaborar;1.6597;1.81745;1.6
el aprender;2.2000;1.7778;2.2
elasticidad;2.33013333333;2.5037;2.26666666667
el beber;2.0909;2.3636;2.6
el correr;1.6667;3.0000;2.8
el decir;1.6667;1.5714;1.6
el desecado;1.8182;1.9091;2.6
él de ustedes;1.8000;1.7778;1.2
elección;1.88703333333;1.98413333333;2.06666666667
eleccionario;1.8333;2.5714;2.8
elecciones;1.9;2.3081;2.3
electorado;1.6250;1.8571;2.6
electricidad;2.0000;2.5000;2.6
eléctrico;2.1435;2.03333333333;2.6
electrón;1.8571;2.7500;2.6
electrónica;2.0000;2.4000;1.6
elegancia;2.18758;1.66682;1.76
elegante;2.25715;1.54765;1.7
elegir;2.127;1.84445;2.4
elegir jurado;1.2857;1.2857;2.8
elementado;2.5000;1.7143;1.6
elemento;1.6255;1.670825;2.15
elementos;2.2000;1.8182;2.2
elenco;1.5000;1.5556;2.4
el estar de acuerdo;2.0000;1.6667;1.0
elevación;1.7500;1.6250;1.8
elevado;2.2000;2.0000;2.2
elevador;1.7;2.1032;2.8
elevar;2.00625;2.1627;1.9
elevarse;1.7500;1.2857;2.8
eliminación;1.3333;2.3333;2.6
eliminación de desechos;1.2500;1.8750;1.6
eliminar;1.8016;1.60715;2.5
eliminatoria;2.0000;2.2222;1.6
elisión;1.9000;1.2727;1.6
élite;1.9000;1.2727;1.6
ella;2.0;1.6597;2.2
ella misma;2.06945;1.4318;1.5
el lanzador y el bateador;1.7500;1.8000;3.0
ellas;1.6250;1.3333;1.0
ellas mismas;2.0833;1.7000;1.2
el lavar;2.0000;2.1429;2.6
ello mismo;1.8889;1.3636;1.2
ellos;1.5982;1.36665;1.3
ellos mismos;2.0833;1.7000;1.2
el luchar;1.1111;2.8000;2.6
el más alto;2.1000;2.0000;2.2
él mismo;1.9213;1.32753333333;1.33333333333
el nuestro;2.0000;1.6250;1.8
elocuente;2.0000;1.3750;1.4
elogiar;2.7143;2.2857;1.4
elogio;2.60715;2.0;1.6
el peor;1.1429;1.8333;1.0
el que habla;2.14285;2.58335;2.8
él que pierde;1.0;1.2361;1.4
el secado;1.8182;1.9091;2.6
el tachar;1.3333;2.3333;2.6
eludir;1.36905;1.85715;2.0
el vencido;1.0;1.2361;1.4
el volar;2.3750;2.8000;2.4
emancipación;2.3750;1.8889;1.2
embajada;1.6667;1.2857;2.8
embajador;2.1429;1.9000;2.8
embaladora;1.9000;2.5000;2.6
embalaje;2.00555;2.0278;2.7
embalar;1.77775;2.0;2.5
embaldosar;1.6250;1.5000;2.6
emballenar;1.2857;1.7500;3.0
embalse;2.2500;1.3750;2.6
embanquetado;1.2500;1.2500;3.0
embarazoso;1.0000;1.8182;1.8
embarcación auxiliar;2.1250;1.1667;1.8
embarcadero;1.8375;1.75555;2.9
embarcar;2.0000;1.7273;3.0
embarcarse;2.0000;1.7273;3.0
embarcarse en;1.3333;1.6000;2.6
embargo;1.44885;1.92855;2.3
embarque;1.60715;2.0;1.9
embarrilar;1.66665;1.99495;2.5
embaucado;1.5556;1.5556;2.0
embaucar;1.41853333333;1.80423333333;1.93333333333
embelesar;1.6667;2.6250;2.8
embellecer;2.8000;1.8000;1.4
embellecimiento;2.5000;1.9167;1.8
embestida;1.27776666667;2.6349;2.46666666667
embestir;1.35715;2.14285;2.1
embicar;1.8571;2.1429;2.6
emblema;1.9091;1.5000;2.6
embocadura;2.1429;1.8000;2.2
embocar;1.7500;1.4000;2.8
embolar;2.0000;1.7000;2.2
embolsar;1.7500;1.5000;2.8
embolsarse;1.7500;1.5000;2.8
emboquillar;2.1429;1.8000;2.2
emborrar;2.1111;2.0000;2.4
embotar;1.3077;1.3846;2.2
embotellamiento;1.1429;1.4444;2.8
embotellar;1.50923333333;1.92063333333;2.73333333333
embrague;1.5556;1.5455;1.8
embravecerse;1.1667;2.7143;1.6
embrear;1.7778;2.3333;2.2
embretar;1.8182;1.6364;3.0
embriagado;1.6667;2.1111;2.6
embrollo;1.5;2.1996;2.06666666667
embudo;1.5000;2.2857;2.4
embullo;1.2222;2.5556;1.6
embuste;1.32145;2.0065;1.9
embustero;1.0000;1.5833;1.0
embustes;1.57145;1.86365;2.2
emergencia;1.6000;2.7273;2.6
emerger;1.61115;1.5;1.7
eminencia;1.7500;1.6250;1.8
eminencia tenar;2.0000;2.0000;3.0
emisión;1.85498;1.84254;1.6
emitir;2.02656666667;1.9963;2.02222222222
emoción;2.10715;2.375;2.15
emocionante;2.5000;2.7778;2.6
emocionar;1.6667;2.3333;1.6
emolumentos;1.8889;2.3333;2.0
empacado;1.8889;2.2222;1.2
empacar;1.4444;2.4444;2.2
empadronamiento;1.5000;1.7500;1.6
empadronarse;2.1429;1.8750;2.6
empalamiento;1.0000;2.3333;1.2
empalmar;2.2222;1.7273;1.4
empalme;1.77975;1.6764375;2.125
empañado;1.1818;1.5833;2.2
empañar;2.0000;1.1667;2.2
empanar;2.0000;1.3333;3.0
empapar;1.8611;1.8889;2.1
empapelar;1.2857;1.4286;3.0
empaque;1.95;2.29545;2.2
empaquetado;1.9000;2.5000;2.6
empaquetadora;1.9000;2.5000;2.6
empaquetar;1.8611;1.69545;2.65
emparedado;2.0000;1.5000;3.0
emparedar;1.6667;1.0000;3.0
emparejar;1.87963333333;1.45833333333;2.26666666667
emparejarse;1.7500;1.5000;2.4
empastar;1.59813333333;1.72223333333;2.6
empaste;1.9000;2.0000;2.6
empatar;1.61805;1.994325;2.05
empate;1.58333333333;1.825;2.46666666667
empella;1.5000;2.0000;1.2
empellón;1.3333;2.7143;2.6
empeñado;1.0909;2.0769;2.2
empeñar;2.16824;2.30736;1.88
empeñarse;1.4286;1.8750;2.2
empeño;1.802225;2.366075;1.3
emperador;1.7500;1.6667;2.8
empernar;1.6364;2.5833;2.2
empezar;1.73972857143;2.12831428571;2.22857142857
empiezo;1.90382;1.98072;1.6
empinado;2.15;1.95556666667;2.46666666667
empinar;2.11905;2.05715;2.05
emplasto;1.5079;1.9365;2.4
emplazamiento;1.74642;1.5331;1.72
empleada;2.25825;2.3125;3.0
empleado;1.9922;2.19444;2.6
empleador;2.1667;2.1429;3.0
empleados;2.1111;2.0000;2.4
emplear;2.08086666667;2.1549;2.06666666667
empleo;1.92484615385;1.97781538462;1.95384615385
emplomadura;1.9000;2.0000;2.6
emplomar;2.0;1.42205;2.9
empollar;2.0000;1.4000;1.6
empolvar;1.5714;1.2857;3.0
emponzoñar;1.2222;2.0000;2.6
emporcar;1.7182;1.925;2.7
emprendedor;1.2000;2.6923;2.2
emprender;1.71826;2.33332;2.24
emprender viaje;2.0000;2.2222;2.6
empresa;2.00987272727;1.81883636364;2.21818181818
empresa de servicios públicos;1.7000;1.6667;1.8
empresariado;1.7500;1.9091;1.8
empresario;1.83335;1.98055;2.7
empréstito;1.2857;1.5000;2.0
empujada;1.3333;2.7143;2.6
empujar;1.63293333333;2.23345555556;2.22222222222
empujar con el codo;1.8889;1.6000;3.0
empujar con el hombro;1.4000;1.5000;2.8
empuje;1.48666;2.47746;1.84
empuje para arriba;1.4000;1.7778;2.6
empujón;1.27775;2.35715;2.6
empujón con el dedo;1.2222;2.0000;2.6
empujón hacia arriba;2.1250;2.4444;1.6
empuñadura;1.90475;2.18005;2.05
empuñar;1.72915;2.29165;2.5
emulador;1.22145;1.95715;2.4
emular;1.3000;2.2000;2.4
enaceitar;1.5714;1.5714;2.6
enajenación;1.41666666667;1.9091;1.93333333333
enajenar;2.0000;2.1250;2.2
enaltecer;2.7143;2.2857;1.4
en alto;1.5000;1.6000;2.6
enangostar;1.0000;1.6250;2.2
en ángulo recto;1.8333;1.2000;3.0
enarbolar;2.1;2.3651;2.0
enarenar;2.3333;1.5000;2.8
en blanco;1.6000;1.1667;2.6
en buen estado;1.8182;1.7273;1.6
en busca de;1.8000;1.2500;1.4
encabezamiento;1.2000;1.8000;2.8
encabezar;1.2000;1.8000;2.8
encabritar;1.3333;2.6000;1.8
encachar;1.5000;1.7273;1.4
encadenar;1.61906666667;1.84323333333;2.66666666667
encajar;1.92142;1.7626;2.32
encajarse;2.0000;1.4000;1.6
encajonar;1.43253333333;1.6314;2.93333333333
encallar;1.41428;2.01364;2.08
encalmado;2.5000;1.5714;1.4
encalomarse;1.6000;1.4286;2.6
encamar;2.0000;1.5556;2.6
encaminar;2.3889;2.19445;1.9
encampanar;2.25;2.2143;1.7
encampanarse;1.1818;2.0909;2.6
encañada;2.07145;1.83335;2.4
encañado;1.7778;1.5556;2.6
encanalar;1.7889;1.5778;2.3
encañar;1.7778;1.5556;2.6
encandilado;2.2000;2.0000;2.2
encandilar;2.29626666667;2.14443333333;2.33333333333
encantado;1.8571;1.7000;2.0
encantador;3.0000;1.8889;1.6
encantar;2.58658333333;2.24488333333;1.83333333333
encanto;2.454875;2.125525;1.7
encantos;2.2000;2.1111;1.4
encapotado;1.5000;2.1667;1.4
encapotarse;1.4643;1.64145;2.0
encaramar;2.2758;2.09525;1.85
encaramarse;1.8889;1.6667;2.6
encarar;2.11546666667;1.76666666667;1.8
encararse con;2.2857;1.7500;3.0
encarcelar;1.07145;2.16665;2.9
encarecimiento;2.8750;1.7500;1.4
encargar;1.7751;1.84883333333;1.53333333333
encargarse de;1.5000;1.6250;2.0
encargo;1.67143333333;1.73956666667;1.97777777778
encarnación;2.0000;2.0000;1.6
encarnado;2.07145;2.2125;2.8
encarnamiento;2.0000;2.0000;1.6
encarnar;1.3750;2.0000;3.0
encarnizado;1.66126666667;2.13396666667;2.6
encartado;1.0000;1.7143;2.4
encarte;2.0000;1.7000;2.0
encartonar;1.3333;1.6000;2.6
encasquetar;1.4286;1.6667;2.8
encausado;1.6667;1.7000;2.6
encauzar;1.82855;1.6889;2.5
enceguecer;1.0000;1.4286;2.6
encenagado;1.0000;1.4000;2.2
encendedor;2.0000;1.5000;2.2
encender;1.8631;2.0324;2.66666666667
encenderse;1.778275;2.3;2.55
encender una antorcha;1.7143;1.2727;3.0
encender una bombilla;1.7143;1.2727;3.0
encender una lámpara;1.7143;1.2727;3.0
encender una linterna;1.7143;1.2727;3.0
encender un faro;1.7143;1.2727;3.0
encender un farol;1.7143;1.2727;3.0
encendido;2.06665;2.1667;1.7
encendimiento;1.8000;1.6667;2.4
encerar;1.85715;1.76665;2.5
encerrar;1.5406;1.88343333333;2.53333333333
encerrar en un recuadro;1.2857;1.5000;3.0
encerrarse;1.8571;1.7143;3.0
enceste;1.8571;1.4444;3.0
enchapar;1.7000;1.4000;3.0
encharcada;2.4545;1.8182;2.8
enchastrar;1.3571;1.9333;3.0
enchavetar;1.73865;1.5303;3.0
enchufar;1.9111;1.61365;2.2
enchufe;1.52675714286;1.86037142857;2.4
encía;1.8889;2.0000;2.8
encierro;1.0000;2.0000;3.0
encima;1.85;1.425;2.5
encima de;1.74523333333;1.43253333333;2.0
encima de la cabeza;1.5000;1.6000;2.6
encintado;1.7778;1.5000;3.0
enclavijar;1.97475;1.7273;2.2
encoger;1.6364;1.8333;2.4
encogerse;1.6364;1.8333;2.4
encolerizar;1.0000;2.8889;2.0
encomiar;2.7143;2.2857;1.4
encomio;2.7143;2.2857;1.4
en conjunto;1.55;1.55;1.9
encono;1.3333;2.1250;1.6
encontrar;2.10782857143;2.1623;1.85714285714
encontrarse;1.77937;2.06619;2.06
encontrarse con;2.1905;2.45596666667;1.66666666667
encordar;1.3333;1.0000;2.4
encorralar;1.8182;1.6364;3.0
encorvar;1.7500;1.8000;2.4
encorvarse;1.6607;1.8;2.4
encrespar;1.0000;2.8889;2.0
encrucijada;1.5556;1.9167;2.8
encuadernado;1.5000;2.0000;1.2
encuadrado;1.3750;2.2000;1.8
encuadrar;1.4286;1.6667;2.8
encubrimiento;2.6667;2.4286;1.8
encubrir;1.88072;1.58788;2.6
encuentro;2.13923333333;2.21428333333;2.2
encuentro cercano;1.7143;2.1250;1.8
encuentro deportivo;2.07145;2.37145;1.4
encuesta;1.6000;1.4286;1.2
encumbrado;2.2000;2.0000;2.2
encumbrar;1.8571;2.1429;2.6
encumbrarse;1.7500;1.2857;2.8
endurecer;2.25;1.75766666667;2.53333333333
endurecerse;2.0972;1.9444;2.6
endurecimiento;1.2222;2.3333;1.8
eneldo;1.6250;1.1111;2.0
en el piso de abajo;1.6250;1.6250;3.0
en el piso inferior;1.8750;1.5000;2.0
enemigo;1.4000;2.2727;3.0
energía;1.732825;2.4935;2.25
enérgicamente;2.70835;2.3;2.3
enérgico;2.17803333333;2.09723333333;2.0
en ese caso;1.8000;1.5000;1.0
en estado de estupor;1.0000;1.5000;1.2
enfadar;1.0;2.06945;1.9
enfado;1.0000;2.8889;2.0
énfasis;1.48146666667;2.43913333333;1.53333333333
enfermedad;1.30771428571;1.81208571429;1.91428571429
enfermera;1.5714;2.2857;2.8
enfermera jefe;2.5000;1.8182;2.6
enfermería;2.3636;2.7273;1.8
enfermero;1.5714;2.2857;2.8
enfermizo;1.0000;1.6667;2.6
enfermo;1.43055;1.583875;2.0
enfermos;1.0000;1.6667;2.6
enflaquecer;1.8750;2.0000;2.8
enfocar;1.841775;1.952775;2.1
enfoque;1.7014;2.18055;1.9
en forma;2.4286;1.8750;2.6
en forma de hongo;1.7273;1.8182;2.6
enfrascar;1.54165;1.65875;3.0
enfrentamiento;1.6667;2.2857;2.0
enfrentarse;2.2857;1.7500;3.0
enfrentarse con;2.1667;1.8889;1.2
enfrente;1.7000;2.0000;1.8
enfrente de;1.90555;2.0;1.9
enfriador;2.4000;1.6250;2.6
enfriamiento;1.74285;1.8482;1.3
enfriar;1.40385;1.5048;2.5
en funciones;1.7500;2.4545;3.0
enfurecerse;1.1667;2.7143;1.6
engalanar;1.89445;1.75;1.9
engañar;1.37664285714;1.82844285714;2.2
engañarse;2.5455;2.0000;3.0
enganchar;1.7;1.98335;1.8
engancharse;1.8750;2.2500;2.8
enganche;1.95556666667;1.7024;1.93333333333
engaño;1.17823333333;1.86406666667;1.53333333333
engañoso;1.2500;2.2857;1.0
engarzar;2.0;1.5125;1.9
engastar;2.0;1.7;1.7
engaste;1.84723333333;1.85713333333;1.93333333333
engatusar;1.5000;2.0000;1.2
engendrar;1.8106;1.9251;1.85
engendrar un caballo;1.3333;1.7143;2.6
engendro;1.0000;2.7273;2.6
engomar;1.8889;2.0000;2.8
engordar;2.25716666667;2.03703333333;1.6
engranaje;1.5556;1.5455;1.8
engranar;1.7153;1.89775;2.3
engrasar;1.5714;1.5714;2.6
engrudar;1.4444;2.0000;2.6
engrudo;1.4444;2.0000;2.6
en grupo;2.0000;1.6667;2.4
engullir;1.74675;2.19165;2.2
enharinar;2.5000;1.7273;2.6
enhebrar;1.9000;1.8750;2.6
enhilar;1.9000;1.8750;2.6
enhorabuena;2.7143;2.1250;2.0
enigma;2.24166666667;2.05186666667;2.06666666667
enjabonar;2.4286;1.3333;3.0
enjaezar;1.6000;1.8000;1.8
enjoyar;1.5;2.33335;2.6
enjuagar;2.0000;1.9000;2.0
enjuague;1.625;2.0;2.3
enjugador;1.45;1.9841;2.2
enjugar;1.4852;1.8042;2.2
enjuiciamiento;1.8000;1.8333;1.4
enjuiciar;1.7500;1.5000;3.0
enjundia;1.5714;1.4000;1.6
enjurias;2.1250;1.9091;2.6
enjuto;1.5000;1.3750;2.2
enlace;2.128875;1.9799;2.0
enladrillar;1.5556;1.4000;3.0
en la intimidad;2.0000;1.4286;1.2
enlatar;1.7148;1.9497;2.2
enlazar;2.0000;1.6250;2.2
enlazarse;2.0000;1.6250;2.2
en libertad;1.6364;1.5714;2.0
en llamas;1.0000;2.9000;2.8
enlucido;1.5714;1.4286;2.6
enmaderar;1.6000;1.5000;1.8
enmarcado;1.4018;1.93335;2.3
enmarcar;1.4286;1.6667;2.8
en masa;1.8750;1.8182;1.8
en medio;1.6667;1.6250;2.6
enmendar;2.08335;1.73015;1.1
enmendarse;2.08335;1.73015;1.1
enmienda;1.92223333333;1.69603333333;1.66666666667
en moda;2.3333;2.6667;1.0
ennegrecido;2.0000;1.8750;2.6
enojar;1.0000;2.8889;2.0
enojo;1.0000;2.8889;2.0
en orden;1.8182;1.7273;1.6
enorme;1.4286;1.4286;1.8
en otro tiempo;1.8182;1.6364;1.4
en pie;2.3333;2.6667;1.0
en popa;1.5000;2.0000;1.6
en preparación;1.6667;1.8750;1.0
en primer lugar;2.2500;2.2222;1.6
en proporción;1.8000;2.1000;1.2
en que;1.8462;1.7273;1.0
en rama;1.0000;1.8889;2.4
enredadera;1.8571;2.0000;2.2
enredar;2.0000;1.4000;1.6
enredo;1.61173333333;1.80093333333;1.93333333333
enrojecer;2.0000;2.3000;2.8
enrolamiento;1.7143;2.0000;2.2
enrolar;2.0000;1.7273;3.0
enrolarse;2.0000;1.7273;3.0
enrollar;1.7778;1.8889;2.2
enroscadura;1.8333;2.4000;2.4
enroscar;1.8333;2.4000;2.4
enroscarse;1.71665;2.2;2.6
ensalmo;2.0000;1.7500;1.0
ensalmos;2.2000;2.1111;1.4
ensalzar;2.7143;2.2857;1.4
ensamblado;1.6667;2.0000;1.8
ensambladura;1.5000;1.6000;2.8
ensamblar;1.8611;1.697;2.1
ensanchar;1.8571;2.4000;2.2
ensancharse;1.94773333333;2.22856666667;2.2
